courseno,title_short_en
127723,ELI AND POL LED
127724,POL PUB SPACE IN EVERYDAY LIFE
127725,POLS AND CONFLIC RESOLU
127726,POLITICAL INNOVATIONS
127727,POL IN DEV IN GMS
127728,INF TEC AND DIG CO FOR LOC GOV
127729,POL MANAGE IN LOC POLS
127730,GLOBAL AND LOC POLS
127731,POLS AND LOC CULT MANAGE
127732,POL ECON AT LOC LEV
127733,LOCAL GOVERNMENT REFORM
127734,POL PHIL AND ECON
127751,RESH TECH & SOC STAT
127752,POL & GOV OF THAI
127753,N THAI'S POL ECO SOC STRU
127754,POL DEV & SOC CHANGE
127755,POL ANAL IN S/E ASIAN POL
127756,URBAN-RURAL GOV
127757,POL OF ETH MINOR GROUP
127758,SEM E ASIA POL DEV
127759,POL OF ENVI AND NATUR MANAGE
127760,POL. LEAD.
127761,STATE AND GENDER POLITICS
127789,SEL TOP IN POL & GOV
127791,SERMINAR IN POLITICAL PARTY
127792,SEM IN POL & GOV THAI
127793,"SEMI IN POL, ECON & SOC OF NORTH THAI"
127794,SEMI IN CON & THEO OF DEMOC
127796,SEMI IN LOCAL POL & GOV
127798,INDEPENDENT STUDY
127799,MASTER'S THESIS
128100,BASIC GG ADMIN
128101,INTRO TO PA
128131,INTRO TO PUBLIC ADMIN
128201,THAI PUBLIC ADMINISTRATION
128202,ORGANIZATION AND MANAGEMENT
128203,HUMAN RESOURCE MANAGEMENT
128204,LOCAL ADMINISTRATION
128205,DESIGN THINKING FOR PUB AD
128208,DIGITAL ANA PUB AD
128231,THAI ADMINISTRATION
128232,LOCAL ADMINISTRATION
128233,NON PROFIT ORGANI & MANA
128301,RES METHOD IN PUB ADMIN
128302,HUMAN RESOURCE MANAGEMENT
128303,ORGANIZATION & MANAGEMENT
128304,PUB POL & POL DEVT
128305,PLANNING IN PUBLIC SECTOR
128306,PUBLIC FINANCE ADMINISTRATION
128307,SM TECHNIQUES
128308,PMIS
128309,RESEARCH METHOD IN PA 1
128310,RESEARCH METHOD IN PA 2
128311,ORGAN BEHAV & ORGAN DEVEL
128321,LOCAL POLITICS & ADMIN
128322,OB & OD
128323,CHANGE MANAGEMENT
128324,CONFLICT MANAGEMENT
128325,HUMAN RESOURCE DEVELOPMENT
128331,PROJECT APPRAISAL
128333,CIVIL SOC & LOCAL ADMIN
128334,PUBLIC CHOICE
128335,COMMUNITY INNOVATION DESIGN
128341,ORGANIZATION & MANAGEMENT
128342,ORGANIZATION BEHAVIOR
128343,NON PROFIT ORGANI & MANA
128351,CHANGE MANAGEMENT
128352,CONFLICT MANAGEMENT
128353,NPO
128354,PUB ARCHIVE & MODERN CONF
128355,ELECTRONIC GOVERNMENT
128356,GOV OF CHINA
128361,FINANC AND SUPP MANAGE
128371,ADMINISTRATIVE PLANNING
128372,PUB POLI & DEVELOPMENT
128373,RURL DEV INST & ADM PROC
128400,INDEPENDENT STUDY
128401,ETHICS FOR ADMINISTRATORS
128402,LOCAL ADMINISTRATION
128403,PROJECT MANAGEMENT
128411,MANPOWER PLANNING
128413,WAGE AND SALARY ADMIN
128415,LABOR ADMINISTRATION
128416,HRIS
128420,ETHICS FOR ADMINISTRATOR
128421,LOCAL GOVERNMENT FINANCE
128423,HRIS
128425,LABOR ADMINISTRATION
128426,MANPOWER PLANNING
128427,REWARD MANAGEMENT
128428,PERFORMANCE MANAGEMENT
128429,RECRUITMENT & SELECTION OF HR
128431,GOVERNMENTAL BUDGETING
128432,PROJECT EVALUATION
128433,STRATEGIC PLANNING
128434,LOCAL PUBLIC FINANCE
128436,DATA ANAL SOC ENPRISE STARTUP
128437,SOCIAL ENTERPRISE MANAGEMENT
128443,PUBLIC PROJECT EVALUATION
128445,PUBLIC SERVICE MANAGEMENT
128446,COLLAB PUB MGMT
128447,SECURITY AND BORDER AFFAIRS
128448,GOV & DEV POL
128451,MIPS
128461,GOVERNMENTAL BUDGETING
128462,MANAGEMENT IN CRISIS
128470,COOP EDU IN PUBLIC ADMIN
128471,INDEPENDENT STUDY
128473,PROJECT EVALUATION
128474,DEVELOPMENT ADMIN
128480,SEM IN PUB AD RE
128481,SEMINAR IN HRM
128482,SEMINAR IN PUB POL IN THAI
128483,SEM IN PUB PRIV & GOV ORG THEO
128484,SEMINAR IN THAI ADMIN
128497,SEMI PUB POL IN THAILAND
128498,SEM PERSON ADMIN
128499,SEMIN ON THAI ADMIN SYST
128700,SYS TH & RES Design PA
128701,MODERN PUB ADMIN THEORY
128710,INNO & INTEGRAT PUB MAN
128711,PUB ORGANI THEORIES
128712,QUANTI TECH FOR PUB AD
128713,RESEARCH METHOD AND DESIGN
128714,ETH & SOC RESPOND
128715,PUBIC STRATEGIC MANAGE & PLAN
128718,PUBLIC INNOVATION DESIGN
128719,DATA DES & ANA FOR PUB SEC
128720,HUMAN RESOURCE ADMINISTRATION
128721,CON & THEO IN PUB ADM
128722,LABO ADMIN & LABO RELA
128723,HUMAN RESOURCE DEVELOPMENT
128724,MARKETING IN PUBLIC SECTOR
128725,PERFORMANCE MEASUREMENT
128726,HUMAN RESOURCE PLANN
128727,STRATEGIC HRM IN PUB SEC
128728,DIGITAL GOVERNMENT
128730,PUB POL AND PUB SERV
128731,POLICY IMPLEMENTATION
128732,PUB LAW & PUB AFF ADMIN
128733,POLICY ANALYSIS
128734,PROJECT MAN & EVA
128735,DEVELOP ADMINIS
128736,NAT RESOUR & ENVIR MAN
128737,DEVELOPMENT PLANNING
128738,MAN INF SYS IN PUB SEC
128739,PROJECT MANAGEMENT
128740,PUBLIC FINANCE
128741,PUBLIC BUDGETING ADMIN
128750,RESEARCH METHODOLOGY
128751,LOCAL GOV FOR SUS DEV
128752,LOCAL ECON & WEL DEVT
128753,GOOD GOV & LOCAL ADMIN
128754,LOCAL PUB FIN ADMIN
128755,DEV ADM POL & ECON STRUC
128756,KM IN COM
128757,PUB POLICY ANAL & EVAL
128758,RESOURCE MANAGEMENT
128760,SEM ON PUB ADMIN
128761,SEM ORGAN COMMUNICAT
128762,SEMI IN PUBLIC ADMIN
128769,SELECT TOP IN PA
128789,SELECTED TOPIC IN PA
128798,INDEPENDENT STUDY
128799,MASTER'S THESIS
129101,CUR THAI POL GOV
129102,INTRO TO PUBLIC ADMIN
129201,LOCAL POL DEV
129202,HUMAN RESOURCE MGMT
129203,LOCAL ADMIN PLANNING
129301,ETHICS FOR LOCAL PUB ADMIN
129302,FIN ADMIN FOR LOCAL ADMIN ORG
129401,CO-OPERATIVE EDUCATION
130711,CON & METHOD IN SEA STUD
130712,HIS SOC - ECON & POL CHG IN SEA
130713,RES SEMI IN SEA STUD
130797,THESIS
140101,LEARNING THROUGH ACTIVITIES 1
140102,LEARNING THROUGH ACTIVITIES 2
140103,ANTI CORRUPTION IN THAILAND
140104,CITIZENSHIP
140105,LEARNING THROUGH ACTIVITIES
140106,SUSTAINABLE DEVELOPMENT GOALS
140701,COMPARE LOCAL ADMIM
141701,COMPARE LOCAL ADMIN
151101,LAN NA HERITAGE
151309,COOP EDU IN THAI STUDIES
151489,SEMINAR IN ASEAN STUDIES
152100,SOCIAL SCIENCE AROUND US
152101,THE WORLD OF SOCIAL SCIENCE
152201,CONTEM THEORIES IN SOC SCI
152211,INTRODUCTION TO SOUTHEAST ASIA
152232,REFUGEES AND DISPLACEMENT
152233,ETHICS SOC JUSTICE & CITIZEN
152241,RELIGIONS AND SOCIAL CHANGES
152245,BODY POLITICS IN MODERN WORLD
152301,DEV THEORY & PRACTICE
152302,RESEARCH METHODS IN S.SC.
152303,PAR DEV FIELD RESEARCH
152311,POPULAR CULTURE IN SEA
152312,MIGRAT & HUM MOBIL IN ASEAN
152313,ETHNICITY&INDIGENOUS MOVEMEN
152321,TRANSNALISM SOC ISSUES
152324,"CIVIL SOC, NGO & SOC MOVEMENT"
152331,URBANISM AND DEVELOPMENT
152332,INFORMAL AND ILLICIT ECONOMY
152341,TECHNOSCI & MODERN SOC
152342,ANTHROPO ECO CRISIS
152343,POVERTY AND HEALTH
152349,RIGHTS LIFE SECURITY IN SEA
152351,ECON DEV & SPAT INTEG
152414,SOC POLICY & WELFARE SYSTEM
152422,RES MGMT AND DEVELOPMENT
152431,GENDER AND DEVELOPMENT
152432,CRITICAL SECURITY STUDIES
152433,CONTEM TOPICS IN SOC SCIENCE
152481,COOP EDU IN SOCIAL SCIENCES
152489,SEMINAR
152499,INDEPENDENT STUDY
153110,INTRODUCTION TO GEOINFORMATICS
153111,AEROSPACE TECHNOLOGY
153120,MAPPING TECHNOLOGY
153210,SPATIAL STATISTICS
153230,SPATIAL POSITIONING MEASUREMENT
153236,GEODESY AND GEOINFORMATICS
153310,TECH & METHOD IN GI
153362,SELECTED TOPICS IN GEOINFORMATICS
153410,ERROR STUDY & ANAL IN GI
153411,SPATIAL DATA INFRASTRUCTURE
153419,FIELD WORK IN GEOINFORMATICS
153498,COOPERATIVE EDUCATION
153499,INDEPENDENT STUDY
153701,GEO-INFO RESEARCH TECH
153711,IMAGERY IN GEOINFORMATICS
153712,APPL RS IN GEO
153713,ANA DIGITAL RS DATA
153714,SPA MODELING SUS CROP POTENTIAL
153715,GI FOR DRM
153721,ADVANCED GIS
153731,GNSS SPA DATA HANDLING
153732,DTM DATA PROCESS
153733,GEOSPATIAL BIG DATA ANALYTICS
153741,GIS DB MAMT DESIGN
153742,SYS ANA DESI OPER IN GIS
153743,COMP PROGRAM GI
153751,MULTIMEDIA CARTOGRAPHY
153777,GEOINFORMATICS AND HEALTH
153790,FIELD WORK SITE VISIT
153791,SEMINAR IN GEOINFORMATICS
153795,SPECIAL PROB GEOINFOR
153798,INDEPENDENT STUDY
153799,THESIS
154100,INTRODUCTION TO GEOGRAPHY
154102,CULTURAL GEOGRAPHY
154104,ENVIRONT CONSERVATION
154107,WORLD AND GLOBAL CHANGE
154108,GEOGRAPHY AND GEOGRAPHERS
154111,WEATHER IN EVERYDAY LIFE
154130,GEO-INFORMATION IN DAILY LIFE
154141,HUMAN GEOGRAPHY
154142,CLIMATE CHANGE AND SOCIETY
154151,PHYSICAL GEOGRAPHY
154152,SOIL AND WATER IN GEOGRAPHY
154153,DISASTER IN MODERN WORLD
154173,MAP AND MAP INTERPRETATION
154181,ENVIRONMENTAL GEOGRAPHY
154231,COMPUTER SKILLS IN GEOGRAPHY
154251,INTRODUCTION TO THE ATMOSPHERE
154261,ANALYTIC GEO OF THAILAND
154262,REGION DYNAMIC OF SE ASIA
154271,MAP READING AND INTERPRET
154272,MAP DESIGN AND PRODUCTION
154274,PRIN PHOTO & IMAGE INTE
154281,ECONOMIC GEOGRAPHY
154282,"GEO OF ECON, DEV & STNB"
154301,TECHNIQUES & METHO IN GEO
154302,RESEARCH IN GEOGRAPHY
154303,RESEARCH SKILLS IN GEOGRAPHY
154311,GEOGRAPHIC THOUGHT
154330,INTRO TO GIS
154340,GEOGRAPHY OF DEVELOPMENT
154351,INTRO NATURAL DISASTER
154352,CLIMATE CHANGE: SCI SOC POL
154353,METEOROLOGY
154354,MOUNTAIN GEOGRAPHY
154356,MICROCLIMATOLOGY
154362,REGION DYNAMIC OF SE ASIA
154363,GEOGRAPHY OF MIGRATION
154371,PHOTO AND IMAGE ANALYSIS
154373,FUNDA DIGIT PHOTOGRAMMETRY
154374,ADVANCED PHOTOGRAMMETRY
154375,REMOTE SENSING
154376,DIGITAL IMAGE PROCESSING
154377,MULTIMEDIA CARTOGRAPHY
154382,"ENER, ENVI & SOCIETY"
154383,BEHAVIORAL GEOGRAPHY
154384,HUMAN ECOLOGY
154387,RURAL ECOLOGY
154388,URBAN GEOGRAPHY
154389,ENV & SOC MOVE SEA
154410,COOP EDU IN GEOGRAPHY
154411,SEMINAR AND WORKSHOP IN GEO
154419,PRACTICUM IN GEOGRAPHY
154431,GEOSPATIAL ANALYSIS & APP
154432,PROGRAMMING FOR GEOINFORMATICS
154433,SPATIAL ANAL & GIS MODEL
154434,GIS DATABASE MANAGEMENT SYSTEM
154435,SPATIAL DATA SCI & APPLICATION
154441,URBAN ECOLOGY
154442,"STATE, SPACE AND POLITICS"
154443,"SPACE, SOCIETY AND DEVELOPMENT"
154444,SPACE-INDIVIDUAL INTERACTIONS
154445,GEOGRAPHY OF SETTLEMENT
154446,GEO CULT SPACE AND SOC
154451,NAT DISASTER RISK ASSESS
154452,MOUNTAIN METEOROLOGY
154454,GEOMORPHOLOGY
154455,HYDROLOGY AND WATER RESOURCES
154456,BIOGEOGRAPHY
154457,AGRICULTURAL METEOROLOGY
154458,SOIL GEOGRAPHY
154459,TROPICAL PHYTOGEOGRAPHY
154461,GEOGRAPHY OF NORTHERN THAILAND
154465,GEOGRAPHY OF THE GMS
154471,AERIAL PHOTO FROM UAV
154473,THEORY OF MAP PROJECTION
154475,DIGITAL IMAGE PROCESS FOR RS
154477,MICROWAVE REMOTE SENSING
154479,CARTOGRAPHIC DESIGN
154480,CONCEPT & PRIN ENVI MGMT
154481,POPULATION GEOGRAPHY
154482,MEDICAL GEOGRAPHY
154483,AGRICULTURAL GEOGRAPHY
154484,LOCATION THEORY
154485,ADVANCED ECONOMIC GEO
154486,SUSTAINABLE ENVI MANAGEMENT
154487,GEO OF TOURISM & REC
154488,URBAN PLANNING STUDIES
154489,URBAN FORMS AND DEVELOPMENT
154491,PARTICIPATORY ENVI MGMT
154492,TRANSPORTATION GEOGRAPHY
154493,GEOGRAPHY OF HOUSING
154494,URBAN GENERAL PLAN
154495,URBAN SPECIFIC PLAN
154496,ENVI POLICY AND ANALYSIS
154497,ENVI GEOSPATIAL INNOVATION
154499,INDEPENDENT STUDY IN GEOGRAPHY
154701,GEO AND GI THEORIES
154702,GEOG RESEARCH TECHNIQUES
154703,CONCEPTUAL GEO RESEARCH
154704,ISS RESEARCH METHOD GEO & GI
154705,QUAN TECHNIQUES IN GEO
154710,CONTEMPR GEO THOUGHT
154711,ENVMTLSM & PUBLIC POLICIES
154712,HISTO GEO ENVIRONMENT
154713,POL ANALY AND RESOURCE MANAGE
154714,POLITICAL ECOLOGY
154715,MGMT COM NATURAL RESOU AND ENV
154721,ADV PHY GEO
154722,NATURAL DISASTERS
154723,CLIMATE CHANGE
154731,ADV HUMAN GEOGRAPHY
154732,GEOG OF ECON BEHAV
154733,POP & SPAT DYNAM
154734,GEOG APPROACH TO POP PROB
154735,URBAN STUDIES
154736,GEOGRAPHY OF RECREATION
154737,SYST APPRO TO MAN ENVIRON
154738,URBAN LAND MANAGEMENT
154739,GEOGRAPHY OF HEALTH
154741,GEOGRAPHY OF FOOD
154742,LAND USE POLICY & DEVELOP
154743,SPATIAL ANALYSIS
154744,CULTURAL STUDIES IN GEO
154745,POL ANA RESOURCE MANAGEMENT
154746,FEMINIST GEOGRAPHY
154747,ADVANCED HUMAN ECOLOGY
154748,URBAN ECONOMICS GEOGRAPHY
154749,GEOGRAPHY OF URBAN TRANSPORTATIO
154761,GEOGRAPHY OF ASEAN COMMUNITY
154762,CUR GEO PROB IN THAILAND
154763,ECOL CONCEPT REGIONAL DEV
154764,GEO CONCEPT DEV PLANNING
154766,CURRENT ISSUES IN SE ASIA
154767,CUR GEOG PROBLEMS IN GMS
154770,GIS APPLICATIONS
154771,CARTO ANAL & DESIGN
154772,APPLIED REMOTE SENSING
154773,ANALYSIS DIGITAL RS DATA
154774,TECHNIQUES IN GIS
154775,FUNCTIONS IN GIS
154776,QUANT TECHNIQUES IN GEO
154777,GEOINFORMATICS AND HEALTH
154786,SEM IN GEO & GI PROB
154789,SELECTED TOPIC IN GEO & GI
154791,SEM IN GEOGRAPH THAILAND
154797,MASTER'S THESIS
154798,INDEP STUDY IN GEOGRAPHY
154799,MASTER'S THESIS
154898,DISSERTATION
155701,RESEARCH METHOD IN PDM
155711,INTRODUCTION TO DISASTER
155712,DISASTER MANAGEMENT I
155713,DISASTER CONCEPTS & MGT
155714,DISASTER MANAGEMANT
155715,ANALYTICS IN DRM
155721,DISASTER MANAGEMENT II
155722,DISASTER MANAGEMENT III
155731,GEOINFORMATION AND DISASTER
155732,GI RISK ASS & HAZ VUL
155733,GEOL HAZARD ASSESSMENT
155734,FLOOD&DROUGHT HAZ ASSESS
155735,MATH MODELS FOR GEO STUDIES
155741,RISK ASSESSMENT
155742,DISASTER VULNERABILITIES
155743,RISK ASS AND DISAS VULNER
155751,SUPERPOWER IN WORLD POL
155752,ADVANCED INTER LAW
155753,ROLE OF INTER ORGANI
155754,INTER ECON & POL RELATION
155755,THAI FOREIGN POLICY
155789,SEL TOP PUB DIS MANAGE
155795,SPECIAL PROB DISAS MANAGE
155796,SEMENAR DISASTER MANAGEMENT
155798,INDEPENDENT STUDY
155799,THESIS
156101,INTRODUCTION TO ETHNIC STUDIES
156201,ETHNO DYNAMISM LOCAL KNOWLEDGE
156301,WORK SKILLS ETHNIC COMM
156322,POL THEORY & ETHICS III
156323,CRIM INVES & FOREN SCIE
156328,FRENCH POL INSTITUTION
156425,CHINESE GOVT & POLITICS
156426,JAPANESE GOVT & POLITICS
156701,COM RIGHTS ETHNIC GROUP MULTICUL
156702,CONCEPT & THEORY ETHNIC & DEV
156703,RESEARCH METH IN ETHNIC & DEV
156704,ETHN & TRANS ISSUES
156705,DYNAMISM ETHNIC IDENTITY
156706,SOC ENTERPRISE ETHN & DEVELOP
156711,RELIGIONS IN SOC TRANSFORM
156712,GENDER KINSHIP & ETHNICITY
156713,VISUAL ETHNOGRAPHY
156715,LANGUAGE & ETHNIC IDENTITY
156716,LOCAL WIS & SUS DEVELOP
156717,ETHNIC MOBI & TRANSNATIONALISM
156718,IP RIGHTS & PROTECTION
156751,RESH TECH & SOC STAT
156752,POL & GOV OF THAI
156753,N THAI'S POL ECO SOC STRU
156754,POL DEV & SOC CHANGE
156755,POL ANAL IN S/E ASIAN POL
156756,URBAN-RURAL GOV
156757,POL OF ETH MINOR GROUP
156758,SEM E ASIA POL DEV
156760,POL. LEAD.
156789,SELECTED TOPIC IN ETHNIC & DEV
156791,SEMINAR
156798,INDEPENDENT STUDY
156799,THESIS
157400,LEGAL PROFESS INTERSHIP
157414,LEGAL ADV FORIGN CLIENTS
157483,ECONOMIC CRIME
157701,ENGLISH LEGAL RESEARCH
157702,JURISPRUDENCE
157703,LEGAL RESEARCH METHOD
157704,LAW ECON SOC POL DEVELOP
157711,CIVIL COMMER LAW THEORIES
157712,COMPARATIVE IP LAW
157713,ALT DISPUTE RESOLUTION
157714,ADV CIVIL PROCEDURE LAW
157715,ADVANCED TORT LAW
157716,COMP CONTRACT LAW
157717,COMP COMMERCIAL LAW
157721,ADVANCED LABOR LAW
157722,LAW OF THE INTERNET
157723,BANKRUPTCY REORGANIZE LAW
157724,COMP LAW BANK FIN INST
157725,ADVANCED BUSINESS LAW
157726,ANTIDISCRIMINATION LAW
157731,COMPAR CONST POL INST
157732,ADV ADMINISTRATIVE LAW
157733,LAW OF LOCAL GOVERNMENT
157741,ADV PUBLIC LAW THEORIES
157742,ECONOMIC PUBLIC LAW
157743,NAT RESOURCE ENV MGMT LAW
157744,SEMINAR IN PUBLIC LAW
157745,PUBLIC SERVICE LAW
157746,ADVANCED HUMAN RIGHTS LAW
157747,FEMINIST JURISPRUDENCE
157751,INT BUSINESS TRANSACT LAW
157752,INT TRADE INVESTMENT LAW
157753,INTER FINANCE BANKING LAW
157754,INTER NRE MANAGEMENT LAW
157755,LAW CARRIAGE GOODS BY SEA
157756,IBT LAW WITH EU
157757,SEMINAR INTERNATIONAL LAW
157771,ADVANCED CRIMINAL LAW
157772,LAW ON ECONOMIC CRIME
157773,ADVANCED LAW OF EVIDENCE
157774,CRIMINAL JUSTICE SYSTEM
157775,ADV CRIMINAL PROCEDURE
157798,INDEPENDENT STUDY
157799,THESIS
158201,THAI PUBLIC ADMIN
158301,RES METHOD IN PUB ADMIN
158302,HUMAN RESOURCE MANAGEMENT
158303,ORGANIZATION & MANAGEMENT
158304,PUB POLI & DEVELOPMENT
158305,ADMINISTRATIVE PLANNING
158306,FINANC AND SUPP MANAGE
158307,STRATEGIC MANAGEMENT
158308,PUBLIC MANA INFOR SYSTEM
158311,ORGAN BEHAV & ORGAN DEVEL
158321,LOCAL POLITICS & ADMIN
158323,CHANGE MANAGEMENT
158324,CONFLICT MANAGEMENT
158331,PROJECT APPRAISAL
158342,ORGANIZATION BEHAVIOR
158343,NON PROFIT ORGANI & MANA
158373,RURL DEV INST & ADM PROC
158400,INDEPENDENT STUDY
158401,ETHICS FOR ADMINISTRATOR
158402,LOCAL ADMINISTRATION
158403,PROJECT MANAGEMENT
158414,PERSONNEL DEVELOP & EVAL
158421,LOCAL GOVERNMENT FINANCE
158423,HRIS
158424,CITY DEVELOPMENT & PLANNG
158425,LABOR ADMINISTRATION
158426,MANPOWER PLANNING
158427,WAGE AND SALARY ADMIN
158431,GOVERNMENTAL BUDGETING
158432,PROJECT EVALUATION
158433,STRATEGIC PLANNING
158441,TECHNI OF ADMIN IMPROV
158459,CO-OPERATIVE EDUCATION
158474,DEVELOPMENT ADMIN
158487,SEMINAR ON HUMAN RE MANAG
158488,SEMI PUB POL IN THAILAND
158489,SEMIN ON THAI ADMIN SYST
158710,ORGANI AND MANA
158711,PUB ORGANI THEORIES
158712,NORMATIVE THEOR PUB ADM
158720,HUMAN RESOURCE ADMIN
158721,CON & THEO IN PUB ADM
158722,LABOR ADMINISTRATION
158723,HUMAN RESOURCE DEVELOP
158724,WAGE AND SALARY ADMINIS
158725,PERSONNEL EVALUATION
158726,HUMAN RESOURCE PLANN
158727,BUREANCRATIC REF IN SEA
158730,PUBLIC POLICY
158731,POLICY IMPLEMENTATION
158732,LAW AND PUBLIC POLICY
158733,POLICY ANALYSIS
158734,PRO ANALY AND EVALUA
158735,DEVELOP ADMINIS
158736,MANA OF RESOUR AND ENVIRO
158738,MANA INFOR SYSTEM
158739,PROJECT MANAGEMENT
158740,FISCAL ADMIN
158750,RESEARCH METHODOLOGY
158751,POLICY SCIENCE
158752,PUBLIC FINANCE
158753,PUB PERSONNEL ADM
158754,PUB SERVICE DELIVERY ADM
158755,DEV ADM POL & ECON STRUC
158756,PROJ ORGANI & EVALUATION
158757,PUB POLICY ANAL & EVAL
158758,RESOURCE MANAGEMENT
158760,SEM ON PUB ADMIN
158761,SEM ORGAN COMMUNICAT
158762,SEM IN PUB POLICY
158789,SELECTED TOPIC IN PUB ADM
158798,INDEPENDENT STUDY
158799,MASTER'S THESIS
159100,MODERN WORLD IN EVERYDAY LIFE
159101,INTRODUCTION TO SOCIOLOGY
159102,INTRODUCTION TO ANTHROPOLOGY
159151,LANNA SOCIETY AND CULTURE
159201,CONCEPT CONSTR IN SOC-ANP
159202,SOCIOLOGY OF DEVELOPMENT
159203,HIST OF SOCIOL THOUGHTS
159204,HIST OF ANTH THOUGHTS
159211,KINSHIP STRUC & FAM RELA
159221,FAMILY AND CHANGE
159222,SOCIOLOGY OF FASHION
159231,SOCIAL AND CULTURAL CHANGE
159249,SOC & CULTL CHANGE
159261,READ & WRIT SKILL IN SOC SCI
159262,THINK SKILL & DO RESEARCH SOC
159301,HIST OF SOC ANTH THOUGHT
159302,PRACTICE IN EVERYDAY LIFE
159303,POLITICAL SOCIOLOGY
159304,SOC SCI & TECH
159305,CONTEM SOC ANTH THEORIES
159311,ECO ANP IN MEKONG REGION
159321,GENDER & SEXUAL STUD IN SEA
159331,MODERN CITY
159332,RURAL SOCIETY IN MODERN WORLD
159333,CONSUMER SOCIETY
159334,SPORT IN SOC-CULT DYNAMIC
159335,ENTRE CUL & SOC ENTERPRISE
159341,CHILDREN AND SOCIETY
159351,SOC & CUL IN N-THA & UP-MEKONG
159352,SOC & CUL DYN OF SEA
159353,SOC & CUL DYNAMIC IN THAILAND
159354,CONTEMP CHINESE SOC & CUL
159356,BORDER & TRANSNATION ISSUE
159361,SOCIAL INQUIRY
159362,ETHNOGRAPHIC RESEARCH
159363,SURVEY RESEARCH
159364,SOCIAL RESEARCH METHOD
159365,CONTEMP COMM STUD & TRANS RES
159401,CONTEM SOC ANP THEORIES
159403,SPACE AND IDENTITY
159411,ECONOMIC ANTHROPOLOGY
159412,CULTURAL POLITICAL & RESISTANCE
159421,MULTICULT & DIVERS STUD
159422,ECON IN CUL & SOCIETIES
159423,POL IN CUL & SOCIETIES
159424,BELIEF SYS & RELIGION IN SEA
159431,GLOBALIZATION
159432,MARGINALIZATION
159434,CULTURAL STUDIES
159435,SEMIOLOGY AND POPULAR MEDIA
159443,EVALUATION RESEARCH
159451,SOC & CUL OF INDIA CHI JAP
159454,CHINESE INFLUENCE & SEA
159455,SOCIAL MOVEMENT IN SEA
159461,IT AND SOCIAL RESEARCH
159462,VISUAL ANTHROPOLOGY
159463,SIA EIA & HIA
159479,COOPERATIVE EDUCATION
159481,FIELD PRAC IN SOCIO & ANTHRO
159490,SEMINAR
159701,SOC AND CUL THEORY
159702,SOCIAL ECOLOGY
159704,CONT SC THEO
159711,LABOR REL IN AGRI SOC
159723,ECONOMIC SOC AND ANT
159724,GENDER AND FAMILY CHANGE
159725,SPORTS IN SOC
159741,DEMOGRAPHIC CHANGES
159743,ECO CHANGES IN AGRI SOC
159745,SOCIAL MOVEMENT
159746,BORDER STUDIES
159761,THINK AND PRAC IN SOC ANT RES
159763,ANAL METHODS
159781,SEM IN FIELD RES AND TECH
159789,SELECTED TOPICS IN SOC AND ANT
159798,INDEPENDENT STUDY
159799,MASTER'S THESIS
159801,PHIL AND CON SO ANTHRO
159881,SEM ON CON ISS SO ANTHRO
159898,DISSERTATION
159899,DISSERTATION
160232,SOCIAL PROBLEMS
160237,CRIMINOLOGY & PENOLOGY
160241,SOCIAL PROBLEMS
160242,CRIMINOLOGY
160302,SOCIETY CUL & ENVIRONMENT
160321,WOMEN'S STUDIES IN SOCIOLOGICAL AND ANTHROPOLOGICAL PERSPECTIVES
160331,POPULATION DYNAMICS
160333,JUVENILE DELINQUENCY
160341,HEALTH MED IN MODERN SOC
160342,AGEING SOC & POPULATION CHANGE
160343,YOUTH AND POPULAR CULTURE
160413,SOCIOLOGY OF LABOUR
160415,WORK IN MODERN SOCIETIES
160421,WOMEN IN SOC PERSPECTIVE
160434,POPULATION PROBLEM
160481,SOCIOLOGICAL FIELD WORK
160725,URBAN STUDIES
160747,SOC AND DEV IN S/E ASIA
161201,PHYSICAL ANTHROPOLOGY
161211,PHYSICAL ANTHROPOLOGY
161212,PREHISTORY
161221,PREHISTORY
161311,A STUDY OF ETHNIC RELA
161320,PREHIST IN ASIA & SEA
161325,SOC & CUL OF NORTH THAI
161351,PREHISTORY IN ASIA & SE ASIA
161712,"EMOTION, SENSES AND SALF"
161721,MEDIA AND CULTURE STUDIES
161743,BELIEF SYS RITUAL AND REL MOVE
164200,INTRO TO SOC WORK & WELFARE
164241,HUMAN GROWTH & DEV
164261,SW PRINC WITH INDIVIDUAL & FAM
164341,CHILDREN AND SOCIETY
164361,SOC WORK PRIN WITH GROUP
164362,SOC WORK PRIN WITH COMMUNITIES
164363,COUNSELING IN SOCIAL WORK
164411,COMMUNITY ORGANIZATION
164441,HUMAN SECURITY
164442,SOC JUSTICE INEQUITY & POLICY
164443,SOCIAL WELFARE ADMINISTRATION
164481,TRAINING IN SOCIAL WORK
164743,BELIFE SYS RITUAL AND REL MOVE
165211,COMMUNITY DEVELOPMENT
165311,STRA SOC ORG & NETW DEV
165411,SOC STRUCTURE & DEV PRO
165704,SOC DEVELOPMENT THEORIES
165713,SOCIAL STRAT IN AGRI SOC
165714,IRRIGATION DEV & MANAGE
165715,MANAGE SOC DEV PROB
165744,COMPARATIVE DEVELOPMENT
165745,GEN FAM DEV
165746,URBAN PLURALITY
165747,SO DEV IN HEALTH & MED
165771,SOC DEV POL CY ANALYSIS
165772,FOR EVA OF DEV PROJECTS
165781,SEM RE & COM RES DEV
165782,SEM PAR & FARMER ORGAN
